Testing numbers_000001.png . . . 32223324 → 32223364 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000615.png . . . 78173845 → 78113848 | 6/8 · 75.00% | [WRONG]
Testing numbers_000616.png . . . 54524 → 54529 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000617.png . . . 504 → 504 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000618.png . . . 076429 → 076423 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000619.png . . . 77441939 → 72441339 | 6/8 · 75.00% | [WRONG]
Testing numbers_000620.png . . . 60028 → 60028 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000621.png . . . 58985 → 50385 | 3/5 · 60.00% | [WRONG]
Testing numbers_000622.png . . . 81401 → 81401 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000623.png . . . 381419 → 381418 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000624.png . . . 09377383 → 09133383 | 5/8 · 62.50% | [WRONG]
Testing numbers_000625.png . . . 632 → 6372 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000626.png . . . 3306503 → 380653 | 5/7 · 71.43% | [WRONG]
Testing numbers_000627.png . . . 886 → 880 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000628.png . . . 780 → 12180 | 0/3 · 0.00% | [WRONG]
Testing numbers_000629.png . . . 4877675 → 4823675 | 5/7 · 71.43% | [WRONG]
Testing numbers_000630.png . . . 669 → 669 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000631.png . . . 30500 → 30500 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000632.png . . . 00558 → 00558 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000633.png . . . 387 → 388 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000634.png . . . 474532 → 424532 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000635.png . . . 601043 → 601083 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000636.png . . . 65540234 → 65540234 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000637.png . . . 12802 → 12002 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000638.png . . . 85189 → 85189 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000639.png . . . 0703307 → 0203307 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000640.png . . . 98126 → 28126 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000641.png . . . 63973 → 63983 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000642.png . . . 5480 → 5480 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000643.png . . . 03259 → 03487 | 2/5 · 40.00% | [WRONG]
Testing numbers_000644.png . . . 09428 → 08428 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000645.png . . . 40561668 → 48861668 | 6/8 · 75.00% | [WRONG]
Testing numbers_000646.png . . . 388 → 388 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000647.png . . . 985258 → 885258 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000648.png . . . 577411 → 577416 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000649.png . . . 03174092 → 03124092 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000650.png . . . 66300426 → 66340426 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000651.png . . . 430681 → 430681 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000652.png . . . 89944292 → 89847682 | 4/8 · 50.00% | [WRONG]
Testing numbers_000653.png . . . 859893 → 859893 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000654.png . . . 129 → 124 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000655.png . . . 3322 → 3322 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000656.png . . . 7703 → 2703 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000657.png . . . 07492954 → 07492854 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000658.png . . . 7640 → 2640 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000659.png . . . 554 → 554 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000660.png . . . 8161 → 8161 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000661.png . . . 6297 → 0242 | 1/4 · 25.00% | [WRONG]
Testing numbers_000662.png . . . 040 → 040 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000663.png . . . 011160 → 011140 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000664.png . . . 172175 → 122825 | 3/6 · 50.00% | [WRONG]
Testing numbers_000665.png . . . 903 → 903 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000666.png . . . 342763 → 382763 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000667.png . . . 211 → 211 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000668.png . . . 6760209 → 620204 | 4/7 · 57.14% | [WRONG]
Testing numbers_000669.png . . . 0451 → 0451 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000670.png . . . 1475651 → 1475651 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000671.png . . . 6895 → 6895 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000672.png . . . 6162850 → 6162850 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000673.png . . . 635507 → 638507 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000674.png . . . 6595239 → 6590239 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000675.png . . . 42058370 → 42088320 | 6/8 · 75.00% | [WRONG]
Testing numbers_000676.png . . . 9099 → 9099 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000677.png . . . 2933113 → 2833113 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000678.png . . . 43178854 → 43175854 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000679.png . . . 39253 → 31253 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000680.png . . . 80224 → 80224 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000681.png . . . 6139 → 6133 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000682.png . . . 87961 → 82961 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000683.png . . . 12853 → 12853 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000684.png . . . 283654 → 283654 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000685.png . . . 739307 → 739302 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000686.png . . . 8627375 → 8622526 | 3/7 · 42.86% | [WRONG]
Testing numbers_000687.png . . . 56004781 → 56004781 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000688.png . . . 0443459 → 04434508 | 5/7 · 71.43% | [WRONG]
Testing numbers_000689.png . . . 91009 → 81009 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000690.png . . . 1396056 → 1396056 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000691.png . . . 3192412 → 3133412 | 5/7 · 71.43% | [WRONG]
Testing numbers_000692.png . . . 202 → 002 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000693.png . . . 5911043 → 5411043 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000694.png . . . 142 → 142 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000695.png . . . 13193764 → 13193764 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000696.png . . . 799 → 789 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000697.png . . . 6109 → 2108 | 2/4 · 50.00% | [WRONG]
Testing numbers_000698.png . . . 9986 → 9986 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000699.png . . . 175 → 105 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000700.png . . . 089 → 089 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000701.png . . . 141 → 141 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000702.png . . . 94504 → 99504 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000703.png . . . 6707745 → 6207245 | 5/7 · 71.43% | [WRONG]
Testing numbers_000704.png . . . 0612271 → 0512271 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000705.png . . . 3776719 → 3126729 | 4/7 · 57.14% | [WRONG]
Testing numbers_000706.png . . . 4986121 → 9986131 | 5/7 · 71.43% | [WRONG]
Testing numbers_000707.png . . . 794 → 289 | 0/3 · 0.00% | [WRONG]
Testing numbers_000708.png . . . 2142 → 2142 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000709.png . . . 98350671 → 83380671 | 5/8 · 62.50% | [WRONG]
Testing numbers_000710.png . . . 51323 → 31323 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000711.png . . . 555318 → 555318 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000712.png . . . 312015 → 312015 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000713.png . . . 122211 → 122211 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000714.png . . . 613120 → 613120 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000715.png . . . 795 → 785 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000716.png . . . 85748 → 85248 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000717.png . . . 846641 → 846641 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000718.png . . . 042 → 042 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000719.png . . . 37660812 → 32660812 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000720.png . . . 28885339 → 28885339 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000721.png . . . 4866 → 4866 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000722.png . . . 4914819 → 4914818 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000723.png . . . 47780351 → 42780351 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000724.png . . . 2117 → 2117 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000725.png . . . 2038815 → 2038815 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000726.png . . . 48761 → 48761 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000727.png . . . 064282 → 064282 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000728.png . . . 7554 → 3854 | 2/4 · 50.00% | [WRONG]
Testing numbers_000729.png . . . 454 → 454 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000730.png . . . 26084366 → 26058366 | 6/8 · 75.00% | [WRONG]
Testing numbers_000731.png . . . 92496259 → 92896258 | 6/8 · 75.00% | [WRONG]
Testing numbers_000732.png . . . 22807133 → 22807133 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000733.png . . . 7160 → 3160 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000734.png . . . 22129 → 221258 | 3/5 · 60.00% | [WRONG]
Testing numbers_000735.png . . . 5575 → 54085 | 1/4 · 25.00% | [WRONG]
Testing numbers_000736.png . . . 27709 → 22704 | 3/5 · 60.00% | [WRONG]
Testing numbers_000737.png . . . 77222659 → 77222659 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000738.png . . . 7449 → 7479 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000739.png . . . 2409759 → 4403754 | 4/7 · 57.14% | [WRONG]
Testing numbers_000740.png . . . 21163449 → 21163847 | 6/8 · 75.00% | [WRONG]
Testing numbers_000741.png . . . 809351 → 809381 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000742.png . . . 60873732 → 60873732 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000743.png . . . 042504 → 042504 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000744.png . . . 924 → 920 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000745.png . . . 0391792 → 0381282 | 4/7 · 57.14% | [WRONG]
Testing numbers_000746.png . . . 687015 → 687415 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000747.png . . . 0865634 → 0865634 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000748.png . . . 94642 → 94642 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000749.png . . . 532387 → 532382 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000750.png . . . 98541304 → 88541304 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000751.png . . . 5004003 → 2004003 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000752.png . . . 9623416 → 8623416 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000753.png . . . 68874236 → 68874436 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000754.png . . . 95939 → 95938 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000755.png . . . 9960087 → 9860082 | 5/7 · 71.43% | [WRONG]
Testing numbers_000756.png . . . 5966 → 5966 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000757.png . . . 91694 → 81694 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000758.png . . . 8517049 → 8512044 | 5/7 · 71.43% | [WRONG]
Testing numbers_000759.png . . . 7983205 → 2983805 | 5/7 · 71.43% | [WRONG]
Testing numbers_000760.png . . . 94276 → 44226 | 3/5 · 60.00% | [WRONG]
Testing numbers_000761.png . . . 2654000 → 2654000 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000762.png . . . 62609 → 62609 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000763.png . . . 1241948 → 1241748 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000764.png . . . 32348 → 32398 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000765.png . . . 30469 → 30469 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000766.png . . . 6903 → 6903 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000767.png . . . 750 → 750 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000768.png . . . 244354 → 244384 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000769.png . . . 686763 → 68663 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000770.png . . . 989 → 988 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000771.png . . . 82221222 → 82221222 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000772.png . . . 94644580 → 94644580 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000773.png . . . 3985064 → 3985064 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000774.png . . . 95815 → 9865 | 3/5 · 60.00% | [WRONG]
Testing numbers_000775.png . . . 364 → 364 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000776.png . . . 09319547 → 07317572 | 4/8 · 50.00% | [WRONG]
Testing numbers_000777.png . . . 9072 → 9072 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000778.png . . . 8645 → 8645 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000779.png . . . 612465 → 615465 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000780.png . . . 933838 → 833838 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000781.png . . . 9283182 → 8283882 | 5/7 · 71.43% | [WRONG]
Testing numbers_000782.png . . . 74742768 → 74742768 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000783.png . . . 563 → 563 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000784.png . . . 6648 → 6648 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000785.png . . . 508176 → 500876 | 4/6 · 66.67% | [WRONG]
Testing numbers_000786.png . . . 6389 → 6489853 | 0/4 · 0.00% | [WRONG]
Testing numbers_000787.png . . . 8072205 → 8082205 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000788.png . . . 9246 → 4246 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000789.png . . . 079359 → 079389 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000790.png . . . 18440 → 18740 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000791.png . . . 8064 → 8064 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000792.png . . . 27190863 → 27180863 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000793.png . . . 633237 → 633237 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000794.png . . . 7322819 → 7322889 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000795.png . . . 10304598 → 10304598 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000796.png . . . 131 → 131 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000797.png . . . 621452 → 628452 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000798.png . . . 6377402 → 6277902 | 5/7 · 71.43% | [WRONG]
Testing numbers_000799.png . . . 2927 → 2723 | 2/4 · 50.00% | [WRONG]
Testing numbers_000800.png . . . 652 → 602 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000801.png . . . 807 → 808 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000802.png . . . 3759 → 3258 | 2/4 · 50.00% | [WRONG]
Testing numbers_000803.png . . . 474494 → 424474 | 4/6 · 66.67% | [WRONG]
Testing numbers_000804.png . . . 2012996 → 2012986 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000805.png . . . 03664 → 03664 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000806.png . . . 701 → 701 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000807.png . . . 482895 → 402895 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000808.png . . . 43511091 → 43511091 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000809.png . . . 6134627 → 61361627 | 5/7 · 71.43% | [WRONG]
Testing numbers_000810.png . . . 37365 → 33365 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000811.png . . . 3978387 → 3828382 | 4/7 · 57.14% | [WRONG]
Testing numbers_000812.png . . . 47278 → 82278 | 3/5 · 60.00% | [WRONG]
Testing numbers_000813.png . . . 4031 → 4031 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000814.png . . . 022048 → 022048 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000815.png . . . 6399 → 6398 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000816.png . . . 466161 → 466161 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000817.png . . . 944433 → 944433 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000818.png . . . 20159 → 80159 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000819.png . . . 445796 → 445286 | 4/6 · 66.67% | [WRONG]
Testing numbers_000820.png . . . 95212 → 95212 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000821.png . . . 73229416 → 73229416 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000822.png . . . 00130062 → 00130062 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000823.png . . . 8815102 → 8815102 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000824.png . . . 1346784 → 1346784 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000825.png . . . 15628933 → 12608833 | 5/8 · 62.50% | [WRONG]
Testing numbers_000826.png . . . 67100 → 62100 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000827.png . . . 354 → 354 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000828.png . . . 2369739 → 2369238 | 5/7 · 71.43% | [WRONG]
Testing numbers_000829.png . . . 2924 → 2824 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000830.png . . . 34554 → 38584 | 3/5 · 60.00% | [WRONG]
Testing numbers_000831.png . . . 4146275 → 4193225 | 4/7 · 57.14% | [WRONG]
Testing numbers_000832.png . . . 569214 → 568814 | 4/6 · 66.67% | [WRONG]
Testing numbers_000833.png . . . 550 → 550 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000834.png . . . 390589 → 370589 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000835.png . . . 9476908 → 9426808 | 5/7 · 71.43% | [WRONG]
Testing numbers_000836.png . . . 399434 → 34944 | 4/6 · 66.67% | [WRONG]
Testing numbers_000837.png . . . 125655 → 125655 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000838.png . . . 0393 → 03213 | 2/4 · 50.00% | [WRONG]
Testing numbers_000839.png . . . 2996 → 2946 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000840.png . . . 3634 → 3634 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000841.png . . . 86564989 → 86529889 | 5/8 · 62.50% | [WRONG]
Testing numbers_000842.png . . . 112387 → 112383 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000843.png . . . 95246 → 95246 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000844.png . . . 409 → 403 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000845.png . . . 815 → 815 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000846.png . . . 0828 → 0828 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000847.png . . . 88614442 → 88614442 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000848.png . . . 9423 → 8423 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000849.png . . . 161139 → 161139 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000850.png . . . 01271613 → 01221603 | 6/8 · 75.00% | [WRONG]
Testing numbers_000851.png . . . 5042 → 5042 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000852.png . . . 412 → 482 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000853.png . . . 615186 → 615186 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000854.png . . . 21089039 → 21089039 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000855.png . . . 42595 → 425822 | 2/5 · 40.00% | [WRONG]
Testing numbers_000856.png . . . 214 → 214 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000857.png . . . 898 → 890 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000858.png . . . 28221379 → 28221328 | 6/8 · 75.00% | [WRONG]
Testing numbers_000859.png . . . 6720 → 0720 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000860.png . . . 4591236 → 4591236 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000861.png . . . 9089 → 9089 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000862.png . . . 3250 → 3250 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000863.png . . . 4908044 → 4808074 | 5/7 · 71.43% | [WRONG]
Testing numbers_000864.png . . . 741 → 241 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000865.png . . . 8426 → 8426 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000866.png . . . 77861609 → 27861608 | 6/8 · 75.00% | [WRONG]
Testing numbers_000867.png . . . 15711 → 15211 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000868.png . . . 7143 → 3143 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000869.png . . . 2232424 → 2232424 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000870.png . . . 473145 → 433145 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000871.png . . . 6043 → 6043 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000872.png . . . 48459789 → 48459789 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000873.png . . . 51390826 → 51380826 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000874.png . . . 48443701 → 48443701 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000875.png . . . 98536963 → 88836963 | 6/8 · 75.00% | [WRONG]
Testing numbers_000876.png . . . 22706412 → 2670412 | 6/8 · 75.00% | [WRONG]
Testing numbers_000877.png . . . 2077 → 2027 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_000878.png . . . 223219 → 223218 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000879.png . . . 4961 → 4961 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000880.png . . . 62913 → 62813 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000881.png . . . 82653 → 82653 | 5/5 · 100.00% | [CORRECT]
Testing numbers_000882.png . . . 500656 → 500656 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000883.png . . . 181923 → 101923 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_000884.png . . . 53225 → 532925 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_000885.png . . . 9225391 → 9225391 | 7/7 · 100.00% | [CORRECT]
Testing numbers_000886.png . . . 1798967 → 1298967 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000887.png . . . 2985172 → 2985132 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000888.png . . . 27324068 → 27324068 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000889.png . . . 887078 → 838078 | 4/6 · 66.67% | [WRONG]
Testing numbers_000890.png . . . 3791881 → 5791881 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000891.png . . . 8821565 → 8821068 | 5/7 · 71.43% | [WRONG]
Testing numbers_000892.png . . . 4480913 → 4880813 | 5/7 · 71.43% | [WRONG]
Testing numbers_000893.png . . . 36930314 → 36830314 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000894.png . . . 7673568 → 7093568 | 5/7 · 71.43% | [WRONG]
Testing numbers_000895.png . . . 1752014 → 1782014 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000896.png . . . 6729 → 6308 | 1/4 · 25.00% | [WRONG]
Testing numbers_000897.png . . . 23048 → 230118 | 3/5 · 60.00% | [WRONG]
Testing numbers_000898.png . . . 706 → 706 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000899.png . . . 908 → 9018 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_000900.png . . . 6062 → 6062 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000901.png . . . 7621 → 7621 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000902.png . . . 426 → 426 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000903.png . . . 889016 → 889016 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000904.png . . . 267939 → 263937 | 4/6 · 66.67% | [WRONG]
Testing numbers_000905.png . . . 42413335 → 42413335 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000906.png . . . 335440 → 335440 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000907.png . . . 1026 → 1026 | 4/4 · 100.00% | [CORRECT]
Testing numbers_000908.png . . . 154 → 154 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000909.png . . . 53735 → 53950 | 2/5 · 40.00% | [WRONG]
Testing numbers_000910.png . . . 125907 → 125802 | 4/6 · 66.67% | [WRONG]
Testing numbers_000911.png . . . 290 → 290 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000912.png . . . 922856 → 922856 | 6/6 · 100.00% | [CORRECT]
Testing numbers_000913.png . . . 745 → 745 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000914.png . . . 8440995 → 8442975 | 5/7 · 71.43% | [WRONG]
Testing numbers_000915.png . . . 08886375 → 08886325 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_000916.png . . . 16803346 → 86803366 | 6/8 · 75.00% | [WRONG]
Testing numbers_000917.png . . . 32997 → 32487 | 3/5 · 60.00% | [WRONG]
Testing numbers_000918.png . . . 3473031 → 3423031 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_000919.png . . . 107 → 107 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000920.png . . . 118 → 118 | 3/3 · 100.00% | [CORRECT]
Testing numbers_000921.png . . . 10663341 → 10663341 | 8/8 · 100.00% | [CORRECT]
Testing numbers_000922.png . . . 41306 → 41306 | 5/5 · 100.00% | [CORRECT]
